,particle_index,charge,name,version
0,0,-0.9114999772628417,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
1,1,0.16355000421203472,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
2,2,0.02260000057317115,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
3,3,-0.08141999706827305,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
4,4,-0.10215000078283451,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
5,5,0.19953000530399181,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
6,6,-0.7573699952682128,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
7,7,0.6649600265900025,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
8,8,-0.7009599806388488,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
9,9,0.6462500093857179,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
10,10,-0.3768100143989196,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
11,11,-0.26892998829685355,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
12,12,0.7682999967018495,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
13,13,-0.6312100292762389,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
14,14,-0.47312000408970023,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
15,15,0.6560099719444642,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
16,16,-0.6654700042327514,0,from-interchange_toolkit-0.10.1+102.g57a442b5_interchange-v0.2.0-alpha.5
