,particle_index,charge,name,version
0,0,-0.9219700085955698,0,interchange-v0.1.4
1,1,0.16957000018777074,0,interchange-v0.1.4
2,2,0.028600001053230184,0,interchange-v0.1.4
3,3,-0.0846899959283906,0,interchange-v0.1.4
4,4,-0.08564999578772364,0,interchange-v0.1.4
5,5,0.20229999841870488,0,interchange-v0.1.4
6,6,-0.7393900143939096,0,interchange-v0.1.4
7,7,0.6899700176876944,0,interchange-v0.1.4
8,8,-0.7304099786120493,0,interchange-v0.1.4
9,9,0.6645799887341421,0,interchange-v0.1.4
10,10,-0.3921200024920541,0,interchange-v0.1.4
11,11,-0.28843998788176356,0,interchange-v0.1.4
12,12,0.7700899851483267,0,interchange-v0.1.4
13,13,-0.6368299710589487,0,interchange-v0.1.4
14,14,-0.47315999744711695,0,interchange-v0.1.4
15,15,0.6593499791783255,0,interchange-v0.1.4
16,16,-0.6685500132876474,0,interchange-v0.1.4
17,17,0.09904000283898534,0,interchange-v0.1.4
18,18,0.20321999611081304,0,interchange-v0.1.4
19,19,-0.7571700203257639,0,interchange-v0.1.4
20,20,0.1933999967736167,0,interchange-v0.1.4
21,21,0.35820999862374486,0,interchange-v0.1.4
22,22,0.35820999862374486,0,interchange-v0.1.4
23,23,0.051569999472515005,0,interchange-v0.1.4
24,24,0.051569999472515005,0,interchange-v0.1.4
25,25,0.05472000064076604,0,interchange-v0.1.4
26,26,0.05472000064076604,0,interchange-v0.1.4
27,27,0.05925000207246961,0,interchange-v0.1.4
28,28,0.05925000207246961,0,interchange-v0.1.4
29,29,0.32543000699700536,0,interchange-v0.1.4
30,30,0.3593699944180411,0,interchange-v0.1.4
31,31,0.06779000283898534,0,interchange-v0.1.4
32,32,0.06779000283898534,0,interchange-v0.1.4
33,33,0.06456000478686513,0,interchange-v0.1.4
34,34,0.06456000478686513,0,interchange-v0.1.4
35,35,0.05063000069679441,0,interchange-v0.1.4
36,36,0.05063000069679441,0,interchange-v0.1.4
0,0,-0.9114999772628417,0,original_topology_v0.10
1,1,0.16355000421203472,0,original_topology_v0.10
2,2,0.02260000057317115,0,original_topology_v0.10
3,3,-0.08141999706827305,0,original_topology_v0.10
4,4,-0.10215000078283451,0,original_topology_v0.10
5,5,0.19953000530399181,0,original_topology_v0.10
6,6,-0.7573699952682128,0,original_topology_v0.10
7,7,0.6649600265900025,0,original_topology_v0.10
8,8,-0.7009599806388488,0,original_topology_v0.10
9,9,0.6462500093857179,0,original_topology_v0.10
10,10,-0.3768100143989196,0,original_topology_v0.10
11,11,-0.26892998829685355,0,original_topology_v0.10
12,12,0.7682999967018495,0,original_topology_v0.10
13,13,-0.6312100292762389,0,original_topology_v0.10
14,14,-0.47312000408970023,0,original_topology_v0.10
15,15,0.6560099719444642,0,original_topology_v0.10
16,16,-0.6654700042327514,0,original_topology_v0.10
17,17,0.09809999897874691,0,original_topology_v0.10
18,18,0.20152999445594647,0,original_topology_v0.10
19,19,-0.7534400226195922,0,original_topology_v0.10
20,20,0.20454999789394238,0,original_topology_v0.10
21,21,0.3558700083176026,0,original_topology_v0.10
22,22,0.3558700083176026,0,original_topology_v0.10
23,23,0.05390999823607303,0,original_topology_v0.10
24,24,0.05390999823607303,0,original_topology_v0.10
25,25,0.04994999974764682,0,original_topology_v0.10
26,26,0.04994999974764682,0,original_topology_v0.10
27,27,0.05268999919093944,0,original_topology_v0.10
28,28,0.05268999919093944,0,original_topology_v0.10
29,29,0.3234800098816285,0,original_topology_v0.10
30,30,0.3601199983040223,0,original_topology_v0.10
31,31,0.06848999842799999,0,original_topology_v0.10
32,32,0.06848999842799999,0,original_topology_v0.10
33,33,0.06561999752916195,0,original_topology_v0.10
34,34,0.06561999752916195,0,original_topology_v0.10
35,35,0.06016999840535022,0,original_topology_v0.10
36,36,0.06016999840535022,0,original_topology_v0.10
0,0,-0.11638999801129103,1,interchange-v0.1.4
1,1,0.05758999962359667,1,interchange-v0.1.4
2,2,0.09262999821454286,1,interchange-v0.1.4
3,3,0.08741000223904848,1,interchange-v0.1.4
4,4,-0.39880999993532895,1,interchange-v0.1.4
5,5,0.094109996445477,1,interchange-v0.1.4
6,6,-0.17203000258654355,1,interchange-v0.1.4
7,7,-0.07011000137776137,1,interchange-v0.1.4
8,8,-0.16988000344485044,1,interchange-v0.1.4
9,9,0.6901999704912305,1,interchange-v0.1.4
10,10,-0.23849000107496976,1,interchange-v0.1.4
11,11,-0.23849000107496976,1,interchange-v0.1.4
12,12,-0.23849000107496976,1,interchange-v0.1.4
13,13,-0.01196000050753355,1,interchange-v0.1.4
14,14,0.15975999761372806,1,interchange-v0.1.4
15,15,-0.5903000242635608,1,interchange-v0.1.4
16,16,-0.11987000029534102,1,interchange-v0.1.4
17,17,0.752120017297566,1,interchange-v0.1.4
18,18,-0.5809100277349353,1,interchange-v0.1.4
19,19,-0.16053000163286923,1,interchange-v0.1.4
20,20,-0.04509000178426504,1,interchange-v0.1.4
21,21,-0.10389000248163939,1,interchange-v0.1.4
22,22,-0.04867000203579664,1,interchange-v0.1.4
23,23,-0.16913999687880277,1,interchange-v0.1.4
24,24,-0.02226000163704157,1,interchange-v0.1.4
25,25,-0.33144000243395566,1,interchange-v0.1.4
26,26,0.6855400197580457,1,interchange-v0.1.4
27,27,-0.9812399752065539,1,interchange-v0.1.4
28,28,-0.739229977838695,1,interchange-v0.1.4
29,29,0.47946000028401614,1,interchange-v0.1.4
30,30,0.30068999458104373,1,interchange-v0.1.4
31,31,-0.47622999619692563,1,interchange-v0.1.4
32,32,0.0993599959090352,1,interchange-v0.1.4
33,33,0.05877999890595675,1,interchange-v0.1.4
34,34,0.05877999890595675,1,interchange-v0.1.4
35,35,0.05877999890595675,1,interchange-v0.1.4
36,36,0.06640999693423509,1,interchange-v0.1.4
37,37,0.06640999693423509,1,interchange-v0.1.4
38,38,0.14078999985009433,1,interchange-v0.1.4
39,39,0.1538999967649579,1,interchange-v0.1.4
40,40,0.0474300004914403,1,interchange-v0.1.4
41,41,0.0474300004914403,1,interchange-v0.1.4
42,42,0.4077700071409345,1,interchange-v0.1.4
43,43,0.17113000083714724,1,interchange-v0.1.4
44,44,0.14256000448018313,1,interchange-v0.1.4
45,45,0.14089000154286624,1,interchange-v0.1.4
46,46,0.43705001402646304,1,interchange-v0.1.4
47,47,0.43705001402646304,1,interchange-v0.1.4
48,48,0.03283999789506197,1,interchange-v0.1.4
49,49,0.056579998917877676,1,interchange-v0.1.4
0,0,-0.11204999703913927,1,original_topology_v0.10
1,1,0.057330000959336755,1,original_topology_v0.10
2,2,0.08666999619454145,1,original_topology_v0.10
3,3,0.0844300014898181,1,original_topology_v0.10
4,4,-0.398880005069077,1,original_topology_v0.10
5,5,0.09556999783962965,1,original_topology_v0.10
6,6,-0.1404000075533986,1,original_topology_v0.10
7,7,-0.06667000073939562,1,original_topology_v0.10
8,8,-0.18515999633818864,1,original_topology_v0.10
9,9,0.6907899973914027,1,original_topology_v0.10
10,10,-0.2391899975016713,1,original_topology_v0.10
11,11,-0.2391899975016713,1,original_topology_v0.10
12,12,-0.2391899975016713,1,original_topology_v0.10
13,13,-0.015289999730885028,1,original_topology_v0.10
14,14,0.15761999767273666,1,original_topology_v0.10
15,15,-0.6011199953034521,1,original_topology_v0.10
16,16,-0.1535000057891011,1,original_topology_v0.10
17,17,0.7517200110480189,1,original_topology_v0.10
18,18,-0.5819100143387914,1,original_topology_v0.10
19,19,-0.16200000066310166,1,original_topology_v0.10
20,20,-0.04718999955803156,1,original_topology_v0.10
21,21,-0.10162000376731158,1,original_topology_v0.10
22,22,-0.0504800008609891,1,original_topology_v0.10
23,23,-0.16744999606162309,1,original_topology_v0.10
